location	code	store_name	product_ean
Asia/Tokyo	JP	Minokamo	3662257345319
Asia/Jerusalem	IL	Rahat	0673199887723
America/New_York	US	Acworth	5842336345531
Europe/Berlin	DE	Wesseling	0611773954539
Asia/Manila	PH	La Trinidad	3930711299448
America/New_York	US	Massapequa	2654245699413
America/Denver	US	Saratoga Springs	9912174319165
Africa/Libreville	GA	Franceville	2696205263258
Europe/Paris	FR	Marseille 11	7337975394562
Europe/London	GB	Blackpool	6208606948892
Africa/Lagos	NG	Argungu	0081779439284
Asia/Kolkata	IN	Gariadhar	4209933833228
Australia/Melbourne	AU	Frankston South	8101160970577
Africa/Lagos	NG	Igbara-Odo	1813479225923
America/New_York	US	Gates-North Gates	1824162715140
Australia/Perth	AU	Perth	9977457845182
Europe/Rome	IT	Falconara Marittima	3506070074189
America/Argentina/Buenos_Aires	AR	Chacabuco	3920083653122
America/Havana	CU	Media Luna	3227327344298
Africa/Douala	CM	Idenao	1872495625599
America/Sao_Paulo	BR	Loanda	7198088575541
Europe/Rome	IT	Misterbianco	6049457667682
Europe/Moscow	RU	Stupino	2946991335647
Asia/Bangkok	TH	Kantharalak	2410980901248
America/New_York	US	Malden	2992649663211
Europe/Rome	IT	Lanciano	2169333715109
Asia/Manila	PH	Manaoag	2437606433587
Asia/Kolkata	IN	Meerut	9430162024100
Europe/Prague	CZ	Most	4527790094645
Asia/Karachi	PK	Tharu Shah	3290346305854
Australia/Brisbane	AU	Carindale	3020140639264
Asia/Shanghai	CN	Hushitai	9851945297090
Europe/Rome	IT	Campobasso	8311591003359
Asia/Tokyo	JP	Shimotoda	9582492601176
America/Vancouver	CA	Vernon	8795576837335
Asia/Colombo	LK	Hendala	4382649930884
Europe/Volgograd	RU	Mikhaylovka	4702875267521
Asia/Tbilisi	GE	Kobuleti	6280828436753
Asia/Kolkata	IN	Bhuban	0036721233175
America/Los_Angeles	US	Riverbank	2392802568511
Asia/Aden	YE	Ataq	7740716980885
Asia/Jakarta	ID	Randudongkal	0986954756210
Asia/Kolkata	IN	Barbil	4645163051603
Asia/Dili	TL	Maliana	4028749210531
America/Sao_Paulo	BR	Curitiba	6150752527431
America/New_York	US	Brunswick	8539487286130
Asia/Yekaterinburg	RU	Oktyabr’skiy	0913883013336
Europe/Berlin	DE	Dahlem	8716622182605
America/Sao_Paulo	BR	Viradouro	6718121165891
Asia/Kolkata	IN	Kenda	5453536324198
Asia/Kolkata	IN	Haldwani	5673968824107
Asia/Kolkata	IN	Periyakulam	8064042565387
Asia/Kolkata	IN	Sojat	0525136045065
Asia/Ho_Chi_Minh	VN	Sa Dec	3329419502781
Europe/Paris	FR	Sceaux	8753626076424
Africa/Ndjamena	TD	Mongo	1081531624049
Asia/Shanghai	CN	Zhuangyuan	7322315693047
America/Sao_Paulo	BR	Resplendor	3503545894853
America/New_York	US	Covington	4066417236070
America/New_York	US	Dublin	0726598859003
Europe/Chisinau	MD	Soroca	4144305169546
Asia/Hebron	PS	East Jerusalem	1670967528429
Africa/Khartoum	SD	Ar Ruseris	9281148096662
Africa/Tunis	TN	El Alia	3496559766042
Asia/Kolkata	IN	Kheda	8847055713453
Asia/Shanghai	CN	Zhoucun	4884651877527
Asia/Kolkata	IN	Haldwani	7965386645340
Africa/Dar_es_Salaam	TZ	Magomeni	9665128239926
America/Tegucigalpa	HN	Olanchito	3795820376066
America/New_York	US	Toledo	1804320578558
America/Fortaleza	BR	Guaraciaba do Norte	7741169817155
Asia/Kolkata	IN	Gorakhpur	2516467309177
Asia/Kolkata	IN	Leteri	8068558656119
Asia/Kuala_Lumpur	MY	Ulu Tiram	2899027680177
Europe/Minsk	BY	Vitebsk	3997256528297
America/Los_Angeles	US	Riverbank	3442404718247
Asia/Jakarta	ID	Tebingtinggi	4573399203063
America/New_York	US	Cypress Hills	6742904803847
America/Manaus	BR	Itacoatiara	7632326186279
Europe/Moscow	RU	Krymsk	7824607188694
America/Mexico_City	MX	Salvatierra	3662087827627
America/Costa_Rica	CR	San Rafael	1368073780076
Africa/Ndjamena	TD	Mongo	7138487721118
America/Chicago	US	Tyler	7472750912361
America/New_York	US	Woodlawn	2219071308900
Europe/London	GB	Cowes	6795969217043
America/New_York	US	Fort Washington	2698767829316
Asia/Yekaterinburg	RU	Ishim	2355745061839
America/Indiana/Indianapolis	US	Greenfield	5168683888492
Asia/Tokyo	JP	Ina	7969783766073
America/Los_Angeles	US	Aloha	4653730530444
Asia/Makassar	ID	Majene	2889324264279
America/Bahia	BR	Muritiba	8715177121091
America/Manaus	BR	Itacoatiara	7714709549038
Asia/Manila	PH	Cebu City	9844345169227
Asia/Qyzylorda	KZ	Kyzylorda	0980650426545
Europe/Madrid	ES	Cardedeu	0291194755214
Europe/Berlin	DE	Kirchlengern	8165447525553
America/Fortaleza	BR	Barras	6794865098688
Europe/Madrid	ES	Novelda	6477423782167
Europe/Madrid	ES	Jumilla	4816272078144
Asia/Kolkata	IN	Aistala	6841336729500
Asia/Karachi	PK	Kot Addu	7771760782613
Europe/Malta	MT	Valletta	9150419536568
America/Maceio	BR	Lagarto	7088896143844
America/Denver	US	Carlsbad	4476004812509
Asia/Kolkata	IN	Lal Bahadur Nagar	2525179234721
America/Guayaquil	EC	Milagro	2075666773832
Asia/Manila	PH	Jagna	4412295800337
Europe/Berlin	DE	Verl	9131260352989
Europe/Berlin	DE	Stuttgart	6571824914711
Asia/Jakarta	ID	Muncar	3277349166309
Asia/Yekaterinburg	RU	Ishim	5992885096474
Asia/Shanghai	CN	Danjiangkou	5521928515896
Asia/Jakarta	ID	Pameungpeuk	0653238644371
America/Santiago	CL	San Bernardo	7188847698109
Asia/Tokyo	JP	Gero	7761858754196
Africa/Addis_Ababa	ET	Debre Tabor	3098019990709
Asia/Jakarta	ID	Ngemplak	1742754451606
America/Havana	CU	Media Luna	3524661708923
Europe/Madrid	ES	Leioa	5987633938243
Africa/Khartoum	SD	Ar Ruseris	9385478585435
America/Glace_Bay	CA	Sydney	2421265971207
America/Detroit	US	Canton	6637010325157
Asia/Irkutsk	RU	Ulan-Ude	8565102126215
America/Bahia	BR	Canavieiras	1635317525497
Asia/Tashkent	UZ	Parkent	9037219022364
Africa/Lagos	NG	Igbara-Odo	1344662246130
Asia/Manila	PH	La Trinidad	8802611269249
America/Chicago	US	Shreveport	8960029915629
America/New_York	US	Sterling	1094356064426
Africa/Dar_es_Salaam	TZ	Same	8650765793475
Australia/Brisbane	AU	Carindale	8429213614835
America/New_York	US	Fayetteville	7497975129516
Europe/Madrid	ES	Las Gabias	6598516600691
Europe/Moscow	RU	Bogoroditsk	9202022281295
America/Denver	US	Carlsbad	3902138181972
America/New_York	US	Jersey City	7784497003760
Asia/Yekaterinburg	RU	Lesnoy	5542886347244
Europe/Minsk	BY	Vitebsk	4482364809905
America/New_York	US	Scarsdale	7437477701308
Africa/Accra	GH	Mampong	9135555327959
America/New_York	US	Milledgeville	0181296516649
Europe/Moscow	RU	Severodvinsk	6634060833557
Europe/Berlin	DE	Friedberg	8272483316820
Europe/London	GB	Bushey	4534472082197
Europe/London	GB	Lower Earley	5177580338269
Asia/Tokyo	JP	Shimotoda	5849244730176
America/Chicago	US	Brenham	5775681876149
Asia/Shanghai	CN	Changzhi	4346614651303
Europe/Sofia	BG	Montana	1114529655586
Asia/Kolkata	IN	Jais	7528248102872
America/Sao_Paulo	BR	Miracema	1730666388479
America/Denver	US	Saratoga Springs	6687452312185
Europe/Madrid	ES	Villaquilambre	2356667207046
Asia/Kolkata	IN	Elamanchili	2120239795190
America/Sao_Paulo	BR	Iturama	7256236819395
Asia/Kuala_Lumpur	MY	Batu Feringgi	8141017850553
America/Toronto	CA	Sainte-Catherine	8454138011407
America/Chicago	US	Muskogee	6714160580169
America/New_York	US	Morningside Heights	0297393356177
Asia/Tashkent	UZ	Andijon	5422592007659
Asia/Tokyo	JP	Ina	6372853382096
Europe/Moscow	RU	Roslavl’	8196228425908
Asia/Jakarta	ID	Sukabumi	9178206695274
Europe/Moscow	RU	Nizhniy Lomov	8223759369750
Europe/Paris	FR	Niort	2440982867068
Africa/Banjul	GM	Farafenni	2184090162720
America/Matamoros	MX	Heroica Matamoros	0148796953725
Asia/Jakarta	ID	Tebingtinggi	2080133164013
Africa/Cairo	EG	Alexandria	4397792310445
Europe/Berlin	DE	Hermsdorf	2980769306286
Africa/Lubumbashi	CD	Yangambi	5517986968712
Europe/Kiev	UA	Artsyz	5541685453927
America/Caracas	VE	La Victoria	6836040246795
America/Maceio	BR	Lagarto	6385866461825
America/Los_Angeles	US	San Gabriel	7970392490891
Europe/Madrid	ES	Gandia	5516833101555
America/New_York	US	Newburgh	2774449757808
Europe/Rome	IT	Novara	7641605044681
America/New_York	US	Fort Washington	7832773684476
Europe/Berlin	DE	Radevormwald	6198440979322
America/New_York	US	Greenpoint	8932632080100
Africa/Cairo	EG	Juhaynah	1747576155206
Europe/London	GB	Exeter	4684384065266
America/Chicago	US	Columbia Heights	5661789397597
Europe/Madrid	ES	Villaquilambre	4379068620717
Asia/Kuala_Lumpur	MY	Batu Feringgi	4526819514812
Africa/Casablanca	MA	Temara	2427169276974
America/New_York	US	Chillum	5742363982313
Asia/Barnaul	RU	Novosilikatnyy	3086049882941
Europe/Tallinn	EE	Narva	3526318812519
Asia/Seoul	KR	T’aebaek	8484214407053
Asia/Kolkata	IN	Pandua	5050121527226
Europe/Amsterdam	NL	Schiebroek	7966061379543
America/Sao_Paulo	BR	Itabirito	5430405162143
Europe/London	GB	Rhosllanerchrugog	9257649617002
America/New_York	US	Woodbridge	9973332270971
America/Chicago	US	Vestavia Hills	7448433436073
Europe/Paris	FR	Mitry-Mory	1524072377222
Asia/Kolkata	IN	Alwaye	5375472107430
America/Los_Angeles	US	Beaumont	2686049855665
Europe/London	GB	Clacton-on-Sea	5209386754964
Europe/Berlin	DE	Oberhausen	6583214040313
America/Argentina/Ushuaia	AR	Ushuaia	4223792992360
Asia/Shanghai	CN	Nanpiao	3482826982123
Europe/Amsterdam	NL	Tongelre	0123315899173
Africa/Johannesburg	ZA	Mokopane	9902866407591
America/Chicago	US	Greenville	5877722132341
Europe/Minsk	BY	Novogrudok	4076431476437
Asia/Bangkok	TH	Bua Yai	0883284732443
America/Maceio	BR	Barra dos Coqueiros	4479076730849
Asia/Shanghai	CN	Sishui	2893465395440
Europe/Madrid	ES	el Camp de l'Arpa del Clot	5783708978516
America/New_York	US	Lebanon	3967225378208
America/Recife	BR	Catende	0872007832553
Asia/Manila	PH	Manaoag	8347230195079
Europe/Rome	IT	Lanciano	6505599040641
America/Los_Angeles	US	Visitacion Valley	5250833225452
Asia/Kolkata	IN	Uran	1900999033593
America/Los_Angeles	US	Riverbank	9113482923888
America/New_York	US	Clermont	2661882430255
Asia/Kolkata	IN	Saharsa	5836955642973
America/Chicago	US	Muskogee	7264361769843
Europe/Moscow	RU	Kovylkino	3828176354294
America/Los_Angeles	US	North Tustin	4104797345675
Asia/Shanghai	CN	Licheng	7286796715103
Asia/Karachi	PK	Hasilpur	5870765993108
America/New_York	US	West Chester	8323765470034
America/New_York	US	Greenpoint	3702694140457
Asia/Karachi	PK	Larkana	5749039660414
Europe/Skopje	MK	Saraj	2260272362239
Asia/Tokyo	JP	Toba	0161833795652
America/Chicago	US	Pleasant Prairie	0880761583598
Europe/London	GB	Westbury	9551680136967
America/Havana	CU	Varadero	0055737974483
Europe/Moscow	RU	Danilov	2351020378814
Asia/Kolkata	IN	Manjeri	5055542284550
Europe/Moscow	RU	Krymsk	6925489080296
America/Denver	US	Ken Caryl	7313944148886
Asia/Damascus	SY	Tadmur	5482555956509
Asia/Kolkata	IN	Kalavoor	2029926832999
America/Costa_Rica	CR	San Rafael	7054786492262
Europe/Paris	FR	Valence	9754665394868
Asia/Kuala_Lumpur	MY	Teluk Intan	8464854745395
Asia/Jakarta	ID	Simpang	6009940609612
America/Lima	PE	Iquitos	0178813084682
Europe/Brussels	BE	Wevelgem	7459524063306
Africa/Kampala	UG	Kitgum	2741175152986
America/Chicago	US	Columbia Heights	2854727228234
America/Mexico_City	MX	Salvatierra	1236910427258
Europe/Paris	FR	Pamiers	0470275569296
America/New_York	US	Sterling	6820735507278
America/Fortaleza	BR	Barras	1961279688971
Asia/Tehran	IR	Isfahan	6975485178640
America/Los_Angeles	US	Riverbank	3447926703665
America/Argentina/Ushuaia	AR	Ushuaia	3492428491121
Europe/Warsaw	PL	Reda	1417161564538
America/Los_Angeles	US	Bryn Mawr-Skyway	9777395400524
America/Los_Angeles	US	Visitacion Valley	5385290734046
Europe/Moscow	RU	Shushary	3402804196656
America/Lima	PE	Yunguyo	4993197825371
Europe/Moscow	RU	Tyoply Stan	8109293282604
America/Denver	US	Saratoga Springs	8059150029920
America/Sao_Paulo	BR	Iturama	0840869627549
Europe/Paris	FR	Rueil-Malmaison	5947362750639
America/Chicago	US	Rosemount	7007667568136
America/Sao_Paulo	BR	Carlos Barbosa	6173190927151
America/Los_Angeles	US	Camarillo	4685066732247
Africa/Lagos	NG	Olupona	1385885184540
Europe/Volgograd	RU	Mikhaylovka	3021378802840
America/Toronto	CA	Norfolk County	7631252588652
Europe/London	GB	Thetford	6241276467379
Africa/Bangui	CF	Carnot	2470236681126
Europe/Berlin	DE	Radevormwald	2014330273650
Europe/Paris	FR	Herblay	5053404042867
America/Mexico_City	MX	Contla	6753488885235
America/Chicago	US	Brenham	8645637299308
America/Chicago	US	Coralville	8451112608622
Asia/Karachi	PK	Fazilpur	5016008442013
Africa/Lagos	NG	Efon-Alaaye	4147916393218
Europe/Paris	FR	Vienne	1500520625916
America/Argentina/Buenos_Aires	AR	Barracas	9526439196684
America/Costa_Rica	CR	San Rafael	0739194548264
Europe/Istanbul	TR	Gaziantep	4894661652298
Europe/Rome	IT	Afragola	4107875781747
Africa/Lagos	NG	Kafanchan	7056480473394
Europe/Tallinn	EE	Narva	5033577284523
Europe/Madrid	ES	Novelda	8054894981879
America/Chicago	US	Lino Lakes	1795601449264
Europe/Paris	FR	Lons-le-Saunier	6806171643060
Asia/Krasnoyarsk	RU	Lesosibirsk	0209919307839
America/Chicago	US	Hueytown	6913201492700
America/Los_Angeles	US	Riverbank	3818481665758
Asia/Shanghai	CN	Shuangcheng	9592112465897
Europe/London	GB	Bushey	8458356596265
Europe/Warsaw	PL	Strzelce Opolskie	0942824485116
America/Havana	CU	Media Luna	6153119200947
Europe/Rome	IT	Volla	8775808315794
Asia/Kolkata	IN	Kheda	7935729136408
America/Fortaleza	BR	Guaraciaba do Norte	9781542544429
Asia/Karachi	PK	Kanganpur	7192680595235
Europe/Minsk	BY	Vitebsk	6403616055756
Africa/Maputo	MZ	Maxixe	5693559679008
America/Los_Angeles	US	Opportunity	8681718146796
Europe/Paris	FR	Marseille 11	6342179239824
America/Sao_Paulo	BR	Esmeraldas	2037228228310
Asia/Jakarta	ID	Besuki	1608869116017
America/New_York	US	North Lauderdale	5120836418017
America/Vancouver	CA	Kelowna	2696739342047
America/Indiana/Indianapolis	US	Granger	2393124506052
Africa/Lagos	NG	Efon-Alaaye	0353879172829
Asia/Kolkata	IN	Sheoganj	5101680088304
Asia/Shanghai	CN	Hushitai	1209820897381
Europe/Berlin	DE	Neuburg an der Donau	8096268855546
Asia/Karachi	PK	Khairpur Mir’s	4869521817445
Europe/Chisinau	MD	Soroca	6141630407839
Europe/Amsterdam	NL	Emmeloord	5835828434103
Europe/Berlin	DE	Stade	9552534166550
Europe/Amsterdam	NL	Barneveld	7224994851858
Asia/Bangkok	TH	Bang Ban	5586361003911
America/New_York	US	Waterbury	5267632013142
Africa/Johannesburg	ZA	Mokopane	3711117993136
Europe/London	GB	Brierley Hill	3954429308247
America/New_York	US	Utica	5110871598393
Europe/Paris	FR	Quimper	1228387047305
Europe/Berlin	DE	Weimar	5842608230794
America/Sao_Paulo	BR	Soledade	3085133174238
Europe/London	GB	Westbury	6382229201722
Europe/Rome	IT	Malnate	1314979246482
Africa/Addis_Ababa	ET	Debre Tabor	0244489216846
Europe/Copenhagen	DK	Frederiksberg	6764234041683
Europe/Berlin	DE	Trossingen	5537416859939
Europe/Berlin	DE	Ehingen	4298533825849
Asia/Jakarta	ID	Kudus	9869818577910
Asia/Kolkata	IN	Diamond Harbour	9115145419219
Asia/Barnaul	RU	Novosilikatnyy	4621138511945
Europe/Stockholm	SE	Boo	8087704185839
Europe/London	GB	Selby	5079056449656
Europe/London	GB	Bushey	6935744642466
America/Santarem	BR	Altamira	1440113265870
Europe/London	GB	Gainsborough	1289586806681
America/Panama	PA	Chilibre	1019624604333
Asia/Jakarta	ID	Tebingtinggi	6463306474151
Europe/Berlin	DE	Karben	3532431954265
Europe/Paris	FR	Mitry-Mory	1130667982704
Asia/Kolkata	IN	Narwar	0702513297877
Asia/Karachi	PK	Sangla Hill	6791476891943
Europe/Istanbul	TR	Mudanya	7329684314597
America/New_York	US	Massapequa	6681957146047
Asia/Kuala_Lumpur	MY	Batu Feringgi	9706972742504
Asia/Kolkata	IN	Robertsonpet	1962162850413
Africa/Tunis	TN	Beni Khiar	7819111276135
Asia/Vladivostok	RU	Lesozavodsk	3359574529873
America/Los_Angeles	US	Visitacion Valley	0863834948043
Asia/Shanghai	CN	Nanpiao	9136207301341
Europe/Brussels	BE	Beveren	3342899773045
Europe/Rome	IT	Francavilla Fontana	4121277501529
America/Chicago	US	Huntley	0393176499625
Europe/Berlin	DE	Gifhorn	2168177492351
America/Chicago	US	Fresno	3869202823575
America/Belem	BR	Soure	7540742337406
America/Recife	BR	Catende	5640467407117
Europe/Rome	IT	Roseto degli Abruzzi	6082620210988
America/Los_Angeles	US	San Gabriel	3391359176605
Asia/Karachi	PK	Alipur	6379609926740
Europe/Brussels	BE	Houthalen	6740344771177
Asia/Shanghai	CN	Danjiangkou	0116356612290
Europe/London	GB	Newbury	9074732505530
Europe/Paris	FR	Bar-le-Duc	4783887417982
America/Mexico_City	MX	Zacoalco de Torres	7658699182076
America/Jamaica	JM	New Kingston	8879608064491
Europe/London	GB	Gainsborough	2077905948247
Asia/Kolkata	IN	Jashpurnagar	6664260513683
Asia/Jakarta	ID	Diwek	6429200187696
America/Sao_Paulo	BR	Guapimirim	2582345194104
Asia/Krasnoyarsk	RU	Lesosibirsk	6586034115087
Africa/Blantyre	MW	Salima	6810496712936
Asia/Kolkata	IN	Kheda	8207496876511
Asia/Tokyo	JP	Hita	1603109294586
America/New_York	US	Martinsburg	1550283868457
Asia/Tokyo	JP	Suzaka	1966132439110
Europe/Berlin	DE	Oberhausen	4698528742883
Africa/Accra	GH	Tarkwa	0007979863384
Asia/Yekaterinburg	RU	Kachkanar	1399523059497
Asia/Jakarta	ID	Kediri	7889481803743
Europe/Berlin	DE	Nidderau	5937370557702
America/Chicago	US	Independence	9927359391621
Asia/Jakarta	ID	Ngemplak	6137970189054
Europe/Berlin	DE	Trossingen	5893112889541
America/New_York	US	Martinsburg	8698661028826
America/Jamaica	JM	New Kingston	5966559151646
America/Mexico_City	MX	San Lorenzo Acopilco	6571806915972
Europe/Kiev	UA	Lutsk	6866790685261
Europe/Brussels	BE	Denderleeuw	7152593882136
Asia/Shanghai	CN	Wacheng	0223705986992
Atlantic/Azores	PT	Ponta Delgada	6959252449485
America/Los_Angeles	US	Glendale	6986153754295
America/Port-au-Prince	HT	Thomazeau	0924448554331
America/Argentina/Ushuaia	AR	Ushuaia	5966595636909
Africa/Dar_es_Salaam	TZ	Kidodi	7571353507414
America/Chicago	US	Grand Forks	5683901292559
America/New_York	US	Nutley	2470923367906
Asia/Yekaterinburg	RU	Lesnoy	5515743164346
Asia/Shanghai	CN	Changzhi	9337673436647
Indian/Antananarivo	MG	Ikalamavony	8182438219109
America/Vancouver	CA	Vernon	7527153517313
Asia/Bangkok	TH	Yasothon	5027298881215
Europe/Istanbul	TR	Serinhisar	4152540076512
Europe/Berlin	DE	Zeitz	6568780517995
Europe/Madrid	ES	Amposta	4749949260477
America/Chicago	US	Odessa	8094396143597
Europe/Istanbul	TR	Gaziantep	6483577637703
Asia/Aden	YE	Ataq	4547572581903
Asia/Karachi	PK	Tharu Shah	1969719854368
America/Chicago	US	Odessa	8182897568039
Africa/Algiers	DZ	El Achir	8665999690636
Europe/Belgrade	XK	Glogovac	6294740556260
America/Montevideo	UY	Durazno	2805913563707
America/Los_Angeles	US	San Gabriel	6706904548917
America/Fortaleza	BR	Guaraciaba do Norte	7367180778383
Europe/Moscow	RU	Krymsk	7675908153740
Africa/Banjul	GM	Farafenni	4557817164679
Asia/Kuala_Lumpur	MY	Kulai	2557154258170
America/New_York	US	New Canaan	3480500829016
America/Los_Angeles	US	Davis	8988233120684
Asia/Tokyo	JP	Sasayama	9404066178917
America/Lima	PE	Yunguyo	2927344766097
Asia/Manila	PH	Maasin	3940572279800
Australia/Melbourne	AU	Carnegie	2930881698882
Asia/Karachi	PK	Hasilpur	8464085200328
Asia/Shanghai	CN	Jingzhou	2377697097537
Europe/Berlin	DE	Siegburg	8161086632768
America/Bahia	BR	Rio Real	8805265649634
Europe/Oslo	NO	Harstad	6730946344275
America/Mazatlan	MX	Acaponeta	3389321367366
Europe/London	GB	Bushey	9452041492749
America/New_York	US	Clermont	6945767591573
Europe/Berlin	DE	Gifhorn	9811460182103
America/Merida	MX	Progreso	6498284712759
Europe/Paris	FR	Ajaccio	2514614415382
Africa/Casablanca	MA	Jerada	5979567069285
Africa/Kampala	UG	Paidha	9718629241902
America/Port-au-Prince	HT	Croix-des-Bouquets	6464065339859
America/Sao_Paulo	BR	Esmeraldas	1764836111253
Europe/Belgrade	XK	Glogovac	0216005113977
Europe/Paris	FR	Saint-Genis-Laval	1397804718743
Asia/Shanghai	CN	Xiangtan	7331325335175
America/New_York	US	Dumont	0058405738165
Europe/Stockholm	SE	Boo	3103596573112
Asia/Karachi	PK	Kanganpur	4425067970671
America/New_York	US	Collinwood	5981334747906
America/Mexico_City	MX	Casa Blanca	8715132761874
Europe/Moscow	RU	Yablonovskiy	5497447509152
America/New_York	US	Dublin	7742098739723
Asia/Seoul	KR	T’aebaek	5980384566765
America/Sao_Paulo	BR	Artur Nogueira	7200250042697
America/Havana	CU	Varadero	9907791430249
Asia/Yakutsk	RU	Aykhal	8420016983326
Europe/Rome	IT	Lanciano	7593325730811
America/New_York	US	East Haven	6166872044239
America/Lima	PE	Chosica	0466324512320
Asia/Qyzylorda	KZ	Kyzylorda	2030893717905
Asia/Shanghai	CN	Licheng	9225179675793
Asia/Yekaterinburg	RU	Tavda	2536671834883
Europe/Kiev	UA	Krasyliv	8981517090253
Asia/Shanghai	CN	Tianfu	5653459629244
America/Mexico_City	MX	Paracho de Verduzco	7672259284482
Europe/Istanbul	TR	Sungurlu	4760900007603
America/Mexico_City	MX	Teziutlan	6335002385805
America/Costa_Rica	CR	Liberia	9401379480652
Europe/Zaporozhye	UA	Svatove	0029360742139
America/Chicago	US	Palestine	4833922067488
Asia/Bangkok	TH	Bang Ban	9602832074535
America/Fortaleza	BR	Guaraciaba do Norte	6735708975780
Europe/Berlin	DE	Albstadt	9744801178452
America/Chicago	US	Hueytown	6000781996077
America/Los_Angeles	US	Kent	2237635740096
America/Toronto	CA	Markham	0155939908139
Africa/Lagos	NG	Ilesa	8672136602346
Asia/Kolkata	IN	Rajaori	6010367994403
America/Bogota	CO	Andes	6506782835341
America/Panama	PA	Chilibre	1969861170668
Asia/Kuala_Lumpur	MY	Ulu Tiram	4136811553124
Pacific/Auckland	NZ	Gisborne	6451257858151
Asia/Almaty	KZ	Zaysan	8685579429050
Europe/Madrid	ES	San Fernando de Henares	2227688109964
America/Recife	BR	Catende	3951806342863
America/Chicago	US	Tupelo	6477709190785
America/New_York	US	Lexington	5980329217219
Europe/Madrid	ES	Jumilla	7111368928141
America/New_York	US	Lutz	0682168646247
Asia/Karachi	PK	Larkana	1691226189212
America/Detroit	US	Port Huron	0921146169430
America/New_York	US	Lutz	0574802594215
Europe/Paris	FR	Elbeuf	0915713675462
Europe/Berlin	DE	Neuburg an der Donau	3294738313106
America/New_York	US	Middle River	1843346723924
Africa/Windhoek	NA	Okahandja	7169725922400
Europe/Moscow	RU	Danilov	9213792920918
America/Chicago	US	Rolla	8683412736730
Africa/Bamako	ML	Kati	6648421220276
Asia/Kolkata	IN	Chamba	5983035071380
America/Los_Angeles	US	Riverbank	6328903807019
Europe/London	GB	Penzance	1063065848917
Europe/Amsterdam	NL	Hardenberg	2245380038160
America/Chicago	US	San Juan	3759308475115
America/New_York	US	Woodbridge	8351303290479
America/Toronto	CA	Norfolk County	5217130163467
Pacific/Auckland	NZ	Timaru	7590738876389
Europe/Zagreb	HR	Split	6206079891332
America/El_Salvador	SV	Ilopango	3904275720878
Europe/Moscow	RU	Buynaksk	9448050593973
Asia/Kuala_Lumpur	MY	Kampung Ayer Molek	7092916629560
Pacific/Port_Moresby	PG	Mount Hagen	6357454269694
Europe/Sofia	BG	Aytos	3970489355977
Asia/Damascus	SY	Tadmur	5899360301163
Europe/Berlin	DE	Gronau	2042145733861
America/New_York	US	Lebanon	8710962145108
America/Los_Angeles	US	Aloha	4026219664525
America/Los_Angeles	US	Bryn Mawr-Skyway	2422280787491
Europe/Paris	FR	Quimper	4712699954545
America/Panama	PA	Chilibre	0710491222514
Europe/Madrid	ES	Gernika-Lumo	6043323093773
Asia/Kolkata	IN	Elamanchili	1623643396058
Asia/Kolkata	IN	Calangute	1329794825101
Asia/Kolkata	IN	Lal Bahadur Nagar	5344419527709
Africa/Conakry	GN	Camayenne	6761690486645
Asia/Shanghai	CN	Taozhuang	9652469456679
Europe/London	GB	Exeter	8805898632096
America/Argentina/Buenos_Aires	AR	Pontevedra	3911648211352
America/New_York	US	Collinwood	8280554728441
Asia/Kolkata	IN	Bachhraon	3762106352946
Europe/Berlin	DE	Bensheim	1065338791470
Europe/Kiev	UA	Kherson	5171566854651
Europe/Rome	IT	Bisceglie	5444668822898
America/Manaus	BR	Itacoatiara	2470088247037
Europe/London	GB	Lymington	3548647834970
Europe/Moscow	RU	Yeysk	0496657120008
Europe/Madrid	ES	Ferrol	1241652592959
America/Los_Angeles	US	Laguna Niguel	7633038329770
Europe/Moscow	RU	Volokolamsk	4894557327941
Africa/Lagos	NG	Shagamu	8507881941429
America/Mexico_City	MX	Teziutlan	9368267591626
Europe/London	GB	Newbury	3757915964480
Asia/Kolkata	IN	Pilkhua	4400974485944
Europe/Paris	FR	Mitry-Mory	0420187608149
Europe/Warsaw	PL	Zgorzelec	4329274173477
Africa/Brazzaville	CG	Brazzaville	7055369351259
America/Manaus	BR	Itacoatiara	3866767288221
America/Chicago	US	Brentwood Estates	4032906590930
Asia/Jakarta	ID	Kediri	0710086773056
Europe/Berlin	DE	Losheim	2155388760911
Europe/Kiev	UA	Hlukhiv	7269303727073
Asia/Tokyo	JP	Minokamo	0539567818914
Asia/Karachi	PK	Qadirpur Ran	3305311701101
America/Argentina/Buenos_Aires	AR	Pontevedra	4594784088898
Asia/Kuala_Lumpur	MY	Kampung Ayer Molek	7054391571888
Europe/Berlin	DE	Walsrode	2355898974802
Africa/Nairobi	KE	Lodwar	5708436476936
America/Los_Angeles	US	Redding	8197562057930
America/Los_Angeles	US	Norco	0666588531581
America/Chicago	US	Abilene	1517244027704
America/Chicago	US	Longview	6734381306836
Asia/Manila	PH	Naga	3155667609176
Europe/Paris	FR	Saint-Genis-Laval	6629971538127
America/Fortaleza	BR	Barras	5438990166942
Africa/Addis_Ababa	ET	Arba Minch	4950972288790
Europe/Berlin	DE	Bensheim	6197277082076
Africa/Kampala	UG	Paidha	1160905781554
America/Chicago	US	Fairview Heights	8629773249861
America/Los_Angeles	US	North Tustin	9525124729466
America/Recife	BR	Catende	5407929450568
Asia/Jakarta	ID	Pekanbaru	1171281582727
